site_x,site_y,n_overlap,slope,intercept,r2
27.1,7.1_4.1,194,0.8965529219893766,2.02269880179554,0.7296462827971797
30.1_17.1,15.1,127,0.7482976085423836,1.5094655296150938,0.7319664997144958
20.2,9.2,54,0.813573469748233,0.9704388336774468,0.733859641593297
25.1,8.1_34.2,348,0.8967157789854041,1.30004189512757,0.7351475359944004
34.1_16.1,25.1,210,0.5398565465435892,3.006272104846591,0.7357538269902241
22.1,7.2,83,0.99339128944098,0.7689328521685029,0.7378401330175167
24.1_1.2,23.1,319,1.055167711040854,1.6141158146757517,0.73799793085881
33.1,22.1,93,0.8592811678944696,3.4237319852926063,0.738976898016456
34.1_16.1,3.1,210,0.6328521871938547,1.414686667677847,0.7392213741681938
33.1,18.1_26.1,81,1.1031037835660757,2.6420471266410526,0.7430985948712184
23.1,21.1,411,0.7297674560424188,1.778467103143224,0.7462772329789177
24.1_1.2,15.1,314,0.8087557612275486,0.7315185066850142,0.7467000602648863
33.1,25.1,93,0.6628619898376631,3.2450968854996756,0.7469659620982111
33.1,15.1,93,0.436782899202951,1.0870899943421732,0.7470264758391513
35.1,15.1,87,0.4943943125115638,0.6365996205336203,0.7487120728997722
27.1,11.1_32.1_18.2,124,0.67460950138856,2.163552281476073,0.7511084160281218
30.1_17.1,23.1,135,0.995030536797986,0.8860465894771629,0.7511264694395807
35.2,7.2,67,1.230879762710274,0.8569324293635823,0.7522766532868012
19.1,3.1,166,0.5887527122496052,1.8344834908349128,0.7560831676879083
27.1,15.1,184,0.8456528462981726,1.3352802277106297,0.756324744617595
18.1_26.1,5.1_19.3_24.2,150,0.6664280914070748,1.9600569006478419,0.7580123362504976
9.1_17.2,7.2,80,0.9115975094718303,0.6545532259136716,0.7586552693580145
23.1,2.1,383,0.8725200005768502,0.33192879873206516,0.7603695404597431
31.2,7.2,79,0.9937033309201931,0.27593932851058295,0.7616790994284008
33.1,24.1_1.2,75,0.8251386411385428,1.7007510488638993,0.7619286790428211
