site_number,date,fem_pm25_daily,n_hourly_obs,first_hour,last_hour,valid_daily
0034,2025-07-01,6.075,24,2025-07-01T01:00:00Z,2025-07-02T00:00:00Z,TRUE
0034,2025-07-02,7.5,24,2025-07-02T01:00:00Z,2025-07-03T00:00:00Z,TRUE
0034,2025-07-03,16.854166666666668,24,2025-07-03T01:00:00Z,2025-07-04T00:00:00Z,TRUE
0034,2025-07-04,16.125,24,2025-07-04T01:00:00Z,2025-07-05T00:00:00Z,TRUE
0034,2025-07-05,19.370833333333334,24,2025-07-05T01:00:00Z,2025-07-06T00:00:00Z,TRUE
0034,2025-07-06,12.2875,24,2025-07-06T01:00:00Z,2025-07-07T00:00:00Z,TRUE
0034,2025-07-07,7.75,24,2025-07-07T01:00:00Z,2025-07-08T00:00:00Z,TRUE
0034,2025-07-08,10.258333333333333,24,2025-07-08T01:00:00Z,2025-07-09T00:00:00Z,TRUE
0034,2025-07-09,16.891666666666666,24,2025-07-09T01:00:00Z,2025-07-10T00:00:00Z,TRUE
0034,2025-07-10,12.745833333333334,24,2025-07-10T01:00:00Z,2025-07-11T00:00:00Z,TRUE
0034,2025-07-11,10.554166666666667,24,2025-07-11T01:00:00Z,2025-07-12T00:00:00Z,TRUE
0034,2025-07-12,9.65,24,2025-07-12T01:00:00Z,2025-07-13T00:00:00Z,TRUE
